Lcl Time,AltMSL,IAS,OAT,E1 RPM,E1 MAP,E1 FFlow,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 OilP,E1 OilT,Pitch,Roll,GndSpd
00:11:09,11095.9,92.4,-6.7,2412,19.78,11.02,183.6,181.1,187.8,182.4,722.2,715.1,731.6,715.7,69.5,70.5,0.87,1.92,104.9
00:11:10,11111.4,93.1,-6.8,2409,19.8,11.02,182.9,181.3,188.2,181.8,719.7,713.3,730.6,716.0,69.9,70.2,0.52,0.38,106.7
00:11:11,11131.8,92.4,-6.9,2405,19.76,10.98,183.1,180.9,188.1,181.9,720.8,713.2,729.0,718.3,70.3,70.6,1.03,-1.41,105.3
00:11:12,11139.0,93.1,-6.9,2412,19.79,11.13,182.8,181.1,187.7,182.0,722.3,716.2,729.9,715.5,70.0,69.9,0.74,0.48,105.8
00:11:13,11161.7,92.2,-7.0,2402,19.71,11.03,182.6,181.2,187.7,181.8,722.4,715.5,730.2,718.6,69.6,70.5,0.75,-1.48,105.7
00:11:14,11169.8,92.8,-7.3,2412,19.71,10.96,182.3,180.7,186.9,181.8,722.3,715.7,730.1,719.0,70.5,70.1,0.46,1.5,105.2
00:11:15,11179.0,93.6,-6.8,2413,19.66,10.94,183.0,180.2,187.3,182.0,719.0,714.9,729.7,715.4,69.8,70.0,0.75,1.56,106.0
00:11:16,11200.6,92.5,-6.8,2409,19.64,11.08,182.1,180.9,187.7,181.1,719.4,714.0,729.7,715.7,69.9,70.2,0.82,1.07,105.6
00:11:17,11214.9,92.7,-6.9,2411,19.71,10.92,182.5,180.3,186.9,180.9,718.5,715.9,728.8,717.2,70.4,69.6,0.65,-1.89,106.2
00:11:18,11224.6,93.2,-7.3,2401,19.69,11.05,182.8,180.1,186.8,181.1,718.2,713.2,728.4,717.9,70.0,69.6,1.0,-1.27,106.6
00:11:19,11237.5,93.0,-7.1,2401,19.71,10.94,181.8,180.4,187.0,181.7,719.1,714.5,728.8,715.3,70.0,70.2,0.94,-0.13,105.0
00:11:20,11257.9,92.3,-7.3,2405,19.59,11.06,182.1,179.9,186.5,181.0,719.8,712.7,730.8,717.8,70.3,69.9,0.76,0.88,106.6
00:11:21,11269.2,92.5,-7.0,2402,19.68,11.07,182.2,179.5,186.7,181.0,719.8,715.7,727.8,715.2,70.5,69.6,0.74,1.56,106.8
00:11:22,11282.0,92.6,-7.6,2408,19.57,11.02,181.6,179.7,186.7,181.0,718.0,713.9,730.2,717.8,69.8,70.2,0.59,-0.11,106.8
00:11:23,11302.5,93.6,-7.2,2412,19.68,10.9,181.4,179.5,186.7,180.4,721.6,715.4,727.7,716.8,70.2,69.6,0.47,1.77,106.8
00:11:24,11311.1,93.6,-7.7,2410,19.58,10.98,181.4,179.9,186.1,180.6,721.5,715.3,728.0,715.5,69.7,69.6,0.52,1.75,105.2
00:11:25,11330.4,92.9,-7.7,2403,19.61,10.94,181.7,179.7,186.0,180.7,717.6,713.2,726.7,717.6,69.4,70.3,0.83,0.71,105.9
00:11:26,11337.6,93.1,-7.5,2404,19.65,11.02,181.8,179.8,186.1,180.4,719.4,713.3,730.0,714.6,70.0,70.1,0.74,-0.66,106.8
00:11:27,11358.6,92.8,-7.7,2406,19.64,10.96,181.6,178.7,185.8,180.4,720.1,715.2,729.8,718.2,69.6,70.0,0.46,-1.33,105.4
00:11:28,11362.6,92.2,-7.4,2404,19.53,10.97,181.6,179.4,185.9,180.2,719.0,711.8,727.7,718.1,69.8,69.3,0.49,1.82,106.8
00:11:29,11390.2,93.4,-7.3,2401,19.49,10.85,180.6,178.6,185.5,179.8,717.6,715.2,728.7,716.8,69.5,69.7,0.75,1.78,105.5
00:11:30,11397.7,93.3,-7.9,2401,19.59,10.85,180.8,178.8,185.3,179.7,718.1,712.0,730.0,716.7,70.2,69.5,0.46,-0.13,106.8
00:11:31,11410.9,92.3,-7.7,2398,19.5,10.9,181.2,178.9,185.6,180.1,717.8,714.8,728.6,716.9,69.8,70.1,0.88,1.9,105.4
00:11:32,11417.5,93.2,-8.0,2403,19.57,10.97,181.1,178.8,185.9,179.5,719.3,713.0,728.8,715.1,70.0,69.7,0.66,-0.74,105.2
00:11:33,11433.6,93.1,-7.8,2407,19.57,10.82,180.2,178.8,185.5,180.1,718.3,712.7,727.3,717.1,70.5,69.9,0.39,1.96,105.3
00:11:34,11448.9,92.5,-7.4,2397,19.49,10.96,180.6,178.6,185.2,179.7,718.0,714.3,729.4,715.4,70.0,70.0,0.58,-1.76,106.9
00:11:35,11473.1,92.5,-7.4,2398,19.49,10.82,180.5,178.0,185.2,179.4,717.4,713.0,726.2,716.6,70.5,69.8,0.57,-0.48,106.7
00:11:36,11488.5,92.5,-7.8,2410,19.51,10.88,180.0,178.5,185.5,178.9,720.1,711.5,727.9,715.6,70.2,69.4,0.51,-0.94,105.2
00:11:37,11490.3,93.5,-7.4,2401,19.41,10.88,180.3,177.8,184.6,178.8,717.1,713.9,728.1,713.8,69.8,69.5,0.66,1.62,105.1
00:11:38,11511.9,93.8,-7.8,2399,19.4,10.82,179.7,177.5,185.3,178.8,719.5,713.0,728.1,714.6,69.7,69.4,0.49,1.48,105.2
00:11:39,11535.0,93.4,-7.7,2399,19.4,10.92,179.7,177.9,185.0,178.8,720.5,711.4,727.5,715.8,69.5,69.1,0.68,0.96,105.5
00:11:40,11549.0,93.3,-7.8,2396,19.42,10.92,180.3,177.6,184.5,178.9,720.3,714.1,726.9,716.3,70.0,69.8,0.73,1.4,106.2
00:11:41,11560.3,93.7,-7.9,2399,19.39,10.94,179.6,177.2,184.4,178.9,718.4,711.3,727.8,716.4,70.2,69.5,0.45,-1.34,106.4
00:11:42,11571.2,93.3,-8.2,2408,19.44,10.83,179.5,178.0,184.6,178.7,718.8,711.5,729.3,714.0,70.6,69.4,0.66,0.94,105.4
00:11:43,11586.4,92.6,-7.7,2397,19.37,10.78,179.4,177.6,183.9,178.8,719.2,710.5,726.4,713.8,69.6,69.4,0.32,-1.92,106.1
00:11:44,11604.6,92.6,-7.6,2403,19.42,10.88,179.3,177.0,184.3,178.7,718.5,711.8,726.7,716.1,70.6,69.6,0.53,0.88,105.6
00:11:45,11605.6,92.6,-8.3,2396,19.47,10.77,179.7,177.1,183.7,178.2,718.1,711.7,728.3,714.0,70.1,69.8,0.54,0.97,107.0
00:11:46,11624.3,93.7,-7.7,2397,19.38,10.93,179.0,177.5,184.0,178.2,717.9,713.9,726.4,715.6,69.7,68.8,0.76,1.97,106.0
00:11:47,11643.5,92.5,-7.7,2398,19.39,10.75,178.6,177.1,184.0,178.5,717.6,711.2,727.6,713.5,69.9,68.9,0.77,1.03,105.2
00:11:48,11660.1,92.5,-8.4,2404,19.29,10.79,178.6,177.1,183.8,177.5,719.3,712.8,726.5,715.6,69.8,68.9,0.58,-1.55,106.6
00:11:49,11662.1,93.2,-8.4,2407,19.3,10.82,178.5,176.3,183.5,177.6,717.9,711.9,728.2,715.5,70.3,69.3,0.56,-0.12,106.2
00:11:50,11684.7,93.2,-8.0,2397,19.34,10.83,178.8,176.3,184.1,177.3,715.9,710.9,726.2,715.1,70.4,69.1,0.62,-0.51,105.2
00:11:51,11700.0,92.5,-7.9,2400,19.41,10.81,178.8,176.8,183.5,178.2,718.8,711.9,727.6,713.9,70.0,69.5,0.29,-0.55,106.2
00:11:52,11716.6,92.9,-8.3,2399,19.29,10.72,178.3,176.2,183.2,177.6,717.5,711.1,726.7,712.8,69.6,69.3,0.41,1.41,106.4
00:11:53,11719.3,93.8,-8.4,2396,19.3,10.8,178.9,176.4,183.4,177.7,717.4,712.8,725.0,714.4,70.0,69.1,0.25,1.44,106.1
00:11:54,11740.1,93.0,-8.5,2406,19.25,10.74,178.7,176.2,183.0,177.2,716.1,710.3,725.0,715.4,69.4,69.1,0.52,1.08,106.0
00:11:55,11761.6,93.2,-8.3,2399,19.23,10.87,178.0,176.0,182.9,176.8,718.7,712.5,725.3,715.6,70.3,69.3,0.69,-1.69,106.2
00:11:56,11761.9,92.7,-8.4,2405,19.21,10.69,178.3,176.3,183.2,177.3,718.6,713.1,727.1,712.4,69.7,68.6,0.63,-0.31,106.3
00:11:57,11789.4,93.2,-8.4,2400,19.35,10.72,177.9,175.8,183.3,177.4,716.1,709.5,728.4,714.8,70.3,68.7,0.69,0.38,106.7
00:11:58,11803.8,93.4,-8.6,2401,19.33,10.78,178.3,175.5,183.0,176.8,717.8,710.9,727.4,714.0,69.6,68.7,0.3,-1.09,107.2
00:11:59,11807.9,93.2,-8.8,2393,19.23,10.81,178.0,175.7,182.3,176.4,718.1,711.8,728.2,715.6,70.4,69.4,0.42,0.87,106.6
00:12:00,11822.4,93.7,-8.1,2404,19.23,10.67,177.3,175.9,182.8,176.7,718.7,712.6,728.0,715.2,69.9,68.7,0.64,-1.69,106.6
00:12:01,11848.3,93.5,-8.3,2392,19.19,10.86,177.1,175.6,182.6,176.6,715.6,711.6,728.1,713.3,69.7,69.2,0.28,-0.73,107.2
00:12:02,11847.3,93.5,-8.4,2393,19.21,10.72,177.3,175.3,182.3,176.8,717.5,711.6,725.2,714.3,69.8,68.5,0.51,1.57,106.6
00:12:03,11877.6,93.2,-8.9,2401,19.15,10.73,177.8,174.9,182.3,176.7,715.7,712.9,725.7,714.5,70.5,68.7,0.51,-1.02,107.0
00:12:04,11876.4,92.7,-8.4,2400,19.21,10.77,177.4,175.5,182.2,176.2,716.6,712.5,728.2,715.7,69.5,68.6,0.67,0.05,105.7
00:12:05,11901.0,93.9,-8.8,2391,19.26,10.79,176.8,175.1,182.3,176.2,715.8,710.8,728.2,711.8,69.5,68.9,0.59,0.69,106.9
00:12:06,11908.1,92.8,-8.5,2403,19.15,10.65,176.9,175.0,181.8,175.7,718.4,711.3,725.6,715.1,70.4,68.5,0.45,-0.13,106.1
00:12:07,11929.1,93.2,-8.5,2392,19.17,10.8,176.5,174.7,181.7,175.8,715.9,709.5,724.6,711.7,69.9,68.5,0.75,-0.53,105.7
00:12:08,11933.6,93.5,-8.7,2399,19.12,10.75,176.5,175.0,182.0,175.6,717.0,710.9,727.8,713.4,70.1,68.4,0.33,0.46,106.7
00:12:09,11954.4,92.5,-8.9,2395,19.13,10.75,176.5,175.0,182.0,175.8,715.4,711.5,727.1,712.2,70.2,68.4,0.74,-0.26,107.2
00:12:10,11962.8,93.7,-8.3,2402,19.18,10.69,176.8,174.2,181.5,176.0,716.5,712.3,724.1,713.3,70.2,68.7,0.46,-1.82,106.8
00:12:11,11984.4,93.8,-8.6,2394,19.13,10.69,176.8,174.3,181.2,175.6,714.7,708.7,727.4,713.6,70.3,68.3,0.4,0.39,107.1
00:12:12,11996.5,93.9,-8.4,2391,19.2,10.67,176.3,174.7,181.0,175.0,714.4,712.0,727.0,711.4,70.0,68.4,0.59,-1.55,105.8
00:12:13,12019.4,93.7,-9.1,2399,19.11,10.79,176.7,174.3,181.1,175.7,715.9,710.0,726.5,715.1,70.3,68.3,0.35,-1.38,107.1
00:12:14,12023.6,94.1,-9.2,2389,19.09,10.63,176.5,174.6,181.0,174.9,717.6,709.6,725.5,714.5,70.0,68.5,0.34,0.54,106.8
00:12:15,12035.7,93.2,-8.5,2395,19.11,10.65,176.2,173.6,181.3,174.7,714.1,708.7,724.8,714.0,69.9,69.1,0.32,1.98,106.2
00:12:16,12053.1,93.8,-8.5,2397,19.04,10.69,175.6,174.0,181.3,174.9,717.1,709.3,726.0,712.8,69.9,68.6,0.49,0.56,107.2
00:12:17,12068.3,94.1,-8.6,2393,19.11,10.71,175.5,173.6,180.4,175.0,716.8,709.4,726.7,714.7,70.1,68.4,0.16,-0.94,106.2
00:12:18,12076.5,94.0,-9.2,2387,19.0,10.72,175.8,173.8,180.9,174.8,715.3,708.9,727.1,714.1,69.6,68.2,0.27,1.49,105.7
00:12:19,12105.1,93.1,-9.0,2391,19.09,10.63,175.5,173.4,180.3,174.4,715.6,711.3,723.4,711.5,70.2,68.2,0.42,-1.1,107.3
00:12:20,12119.7,92.9,-8.6,2399,19.04,10.75,175.9,173.3,180.3,175.0,715.4,711.2,726.4,713.0,70.1,68.8,0.42,-1.87,107.1
00:12:21,12124.5,92.8,-8.9,2392,19.09,10.68,175.4,173.4,180.3,175.0,715.1,708.7,723.8,711.1,69.7,68.8,0.41,-1.23,106.5
00:12:22,12136.3,92.6,-9.2,2392,19.07,10.63,175.0,173.0,180.8,174.0,714.6,710.3,724.1,712.9,69.8,68.8,0.23,-1.52,105.5
00:12:23,12164.2,93.2,-8.7,2397,19.01,10.55,175.2,172.8,180.7,173.9,715.4,710.8,723.2,713.1,70.1,68.1,0.52,0.96,106.7
00:12:24,12179.0,92.6,-8.7,2390,18.98,10.71,175.3,173.3,180.0,173.9,715.4,711.2,723.0,710.8,70.4,68.8,0.16,1.73,107.2
00:12:25,12176.7,93.4,-9.5,2391,19.01,10.65,175.1,172.5,180.1,173.6,715.5,707.7,726.7,712.4,70.2,67.8,0.29,-0.91,107.4
00:12:26,12190.7,92.9,-9.4,2387,18.98,10.66,174.6,172.8,180.0,174.0,715.2,707.9,723.0,712.4,69.5,68.5,0.16,-1.9,106.0
00:12:27,12208.8,93.9,-9.1,2399,19.06,10.55,175.3,173.1,180.2,173.8,716.5,710.6,724.0,710.8,69.4,68.6,0.33,1.64,106.6
00:12:28,12230.2,93.9,-9.3,2390,18.98,10.53,174.4,172.7,180.2,173.5,715.0,710.0,724.2,712.7,69.4,68.7,0.46,0.74,107.1
00:12:29,12233.3,93.0,-9.6,2386,18.93,10.59,174.4,172.4,179.4,173.1,716.9,708.9,723.5,712.5,69.2,67.9,0.51,1.43,107.5
00:12:30,12256.5,94.0,-9.1,2386,18.92,10.7,174.1,172.4,179.7,173.6,716.2,708.7,725.4,711.2,70.1,67.7,0.11,1.34,106.9
00:12:31,12266.4,93.9,-8.9,2396,18.96,10.52,174.0,172.2,179.3,173.4,716.9,709.2,726.0,710.7,70.0,67.9,0.37,-0.17,106.4
00:12:32,12277.1,93.1,-9.2,2385,18.88,10.68,174.3,172.5,179.3,173.8,716.5,708.2,723.4,709.9,69.5,67.7,0.29,-0.87,106.6
00:12:33,12291.3,93.5,-9.3,2389,18.88,10.67,174.4,172.0,179.6,173.1,713.8,707.3,725.5,712.4,69.5,67.9,0.6,1.94,107.2
00:12:34,12318.2,93.3,-9.5,2395,18.9,10.59,174.3,172.1,179.5,172.8,714.8,707.0,724.0,710.9,70.4,67.7,0.52,1.23,105.6
00:12:35,12334.8,94.2,-9.5,2395,18.91,10.65,174.2,171.9,179.3,173.3,715.8,707.4,723.0,713.7,69.5,68.4,0.33,0.65,106.6
00:12:36,12347.3,92.7,-9.7,2395,18.96,10.53,173.9,171.7,178.5,173.0,716.4,710.2,723.1,712.3,70.3,68.3,0.24,-0.68,106.1
00:12:37,12362.3,94.1,-9.3,2388,18.85,10.48,174.3,171.4,178.5,172.8,716.2,707.7,723.1,712.2,69.5,67.6,0.03,0.45,107.0
00:12:38,12379.2,93.0,-9.3,2394,18.92,10.47,173.3,171.2,178.9,172.2,713.6,706.9,723.7,712.5,69.5,67.8,0.35,-0.82,105.7
00:12:39,12379.4,94.0,-9.4,2389,18.82,10.6,173.2,171.2,178.2,172.1,714.6,709.4,723.5,712.0,70.2,68.3,0.14,1.65,105.7
00:12:40,12400.5,93.9,-9.2,2388,18.79,10.49,173.5,171.0,178.3,172.5,713.6,706.7,724.2,709.4,69.4,68.0,0.21,1.36,106.7
00:12:41,12413.8,94.0,-9.6,2392,18.91,10.6,173.3,171.5,178.9,172.5,715.4,708.6,723.0,711.9,69.4,67.5,0.28,0.53,107.0
00:12:42,12427.7,93.3,-9.7,2389,18.89,10.56,173.3,171.6,178.4,172.0,712.2,707.8,725.4,709.8,69.8,68.2,0.35,-1.47,105.8
00:12:43,12441.0,93.8,-9.4,2387,18.81,10.56,173.4,170.8,178.4,172.3,715.5,706.7,724.8,711.6,70.2,67.6,0.26,1.12,107.0
00:12:44,12454.9,93.9,-9.6,2384,18.76,10.58,172.9,171.0,178.3,171.5,715.5,709.8,722.1,710.3,69.4,68.2,0.44,1.95,106.9
00:12:45,12464.6,93.2,-10.0,2390,18.86,10.53,173.3,170.6,177.8,172.0,713.0,707.3,723.3,709.1,70.1,67.3,0.42,-1.64,106.2
00:12:46,12477.6,93.2,-9.4,2385,18.86,10.57,173.0,170.8,177.9,171.7,713.6,709.6,722.2,712.3,69.3,68.0,0.08,-0.79,107.0
00:12:47,12501.4,93.1,-10.1,2387,18.73,10.6,173.0,170.3,177.4,171.3,714.1,707.5,724.9,712.2,69.5,67.4,0.54,1.91,107.3
00:12:48,12521.4,93.8,-9.5,2382,18.76,10.51,172.4,170.4,178.1,171.5,712.2,709.6,721.9,712.6,70.3,68.0,0.11,1.07,107.0
00:12:49,12519.6,93.2,-9.7,2381,18.76,10.41,172.5,170.9,177.7,171.5,713.3,707.8,722.2,711.9,70.3,67.7,0.28,-1.34,105.8
00:12:50,12533.6,93.9,-10.1,2383,18.83,10.4,172.1,169.9,177.2,170.9,714.7,709.2,723.0,711.4,69.6,68.0,0.48,0.29,106.5
00:12:51,12555.8,92.9,-9.9,2392,18.76,10.59,172.1,169.9,177.7,170.9,715.4,707.2,724.5,712.2,69.6,68.0,-0.06,-0.34,107.7
00:12:52,12573.5,93.1,-10.1,2387,18.83,10.44,172.3,169.9,177.5,171.1,714.8,707.9,724.4,712.3,69.4,67.3,0.5,0.37,107.3
00:12:53,12593.5,93.0,-10.0,2380,18.8,10.56,171.9,169.6,177.5,170.9,714.2,709.2,725.1,711.0,70.0,67.2,0.25,-0.54,106.0
00:12:54,12601.2,93.6,-9.9,2390,18.68,10.5,172.1,169.8,177.0,170.5,714.3,707.7,722.8,709.7,69.7,67.8,0.1,-1.44,107.6
00:12:55,12615.0,93.6,-10.3,2391,18.68,10.56,172.2,169.7,177.3,170.5,713.4,708.5,723.0,711.9,69.9,67.4,0.29,0.1,107.0
00:12:56,12630.3,93.9,-9.7,2392,18.63,10.51,171.5,169.2,177.0,170.4,713.1,707.6,721.6,710.7,70.3,67.6,-0.06,1.82,107.0
00:12:57,12647.6,93.1,-10.2,2389,18.77,10.39,171.7,169.1,177.0,171.1,713.3,705.9,721.7,709.0,69.7,67.9,0.27,-0.08,107.6
00:12:58,12654.0,93.4,-10.4,2384,18.72,10.53,171.9,169.0,176.3,170.7,713.3,707.0,724.5,711.8,69.9,67.2,0.22,-0.73,106.1
00:12:59,12674.9,94.2,-10.2,2385,18.7,10.37,171.6,168.9,177.1,170.3,712.8,705.3,721.1,710.3,69.9,67.2,0.38,-0.56,107.5
00:13:00,12685.7,94.2,-10.5,2387,18.72,10.5,171.1,168.9,176.1,170.6,713.7,707.6,724.7,709.6,69.7,67.8,0.47,-1.79,106.5
00:13:01,12697.5,93.1,-10.5,2389,18.65,10.45,170.8,169.6,176.4,170.1,713.6,707.9,723.3,710.7,70.2,67.7,0.43,-0.45,106.7
00:13:02,12708.8,93.9,-10.1,2381,18.7,10.45,170.9,169.2,176.3,170.2,712.9,708.5,724.5,711.4,69.8,67.0,0.41,1.49,107.8
00:13:03,12721.1,93.6,-10.1,2385,18.69,10.38,170.6,168.7,176.7,170.1,713.9,705.2,724.0,709.9,70.2,67.4,0.36,0.32,107.3
00:13:04,12743.0,93.7,-10.2,2389,18.6,10.43,171.0,168.3,176.6,169.4,713.6,708.4,723.5,710.5,69.1,67.8,0.09,0.81,107.5
00:13:05,12759.9,94.0,-10.6,2378,18.62,10.34,170.4,168.7,175.9,170.0,714.4,706.8,720.6,710.7,70.3,67.5,0.39,-0.33,106.2
00:13:06,12772.5,94.3,-10.6,2380,18.61,10.4,170.4,169.0,176.3,170.0,713.5,705.9,722.4,710.4,69.7,67.5,0.36,-1.2,106.5
00:13:07,12781.6,93.6,-10.5,2390,18.54,10.37,171.0,168.5,176.2,169.9,711.1,705.5,723.0,709.1,70.3,67.7,0.18,1.91,107.8
00:13:08,12791.7,93.0,-10.6,2377,18.55,10.42,170.0,168.5,175.3,169.5,711.6,704.9,724.3,708.1,69.5,67.3,0.36,-0.45,106.9
00:13:09,12813.3,94.1,-10.7,2382,18.6,10.49,170.7,167.8,175.6,169.7,711.7,708.1,721.9,709.9,70.1,67.4,0.04,0.49,106.5
00:13:10,12832.2,94.3,-10.6,2378,18.6,10.34,170.8,168.3,175.7,169.4,713.9,705.3,722.6,710.5,69.6,67.3,0.36,-0.72,107.6
00:13:11,12840.6,93.1,-10.5,2384,18.59,10.35,170.3,168.4,175.4,169.1,711.4,707.0,722.6,708.0,69.7,67.5,-0.14,-0.59,107.9
00:13:12,12851.2,94.4,-10.2,2384,18.63,10.46,170.3,168.3,175.3,169.6,713.9,706.8,722.3,709.7,69.4,66.7,-0.11,1.12,106.6
00:13:13,12870.9,93.6,-10.4,2376,18.48,10.33,169.5,167.5,174.9,169.4,710.3,704.1,720.7,708.2,69.9,67.0,0.36,-0.42,107.8
00:13:14,12878.4,94.6,-10.6,2384,18.56,10.42,169.5,167.7,175.3,169.0,710.5,706.4,720.6,707.5,69.3,67.1,0.34,-1.03,107.8
00:13:15,12898.1,93.6,-10.6,2382,18.56,10.39,169.3,167.7,175.5,169.1,712.0,704.1,723.2,707.5,70.0,67.3,-0.16,-0.88,107.1
00:13:16,12919.8,93.4,-10.6,2377,18.49,10.41,169.2,167.2,174.8,168.6,710.8,705.2,722.0,709.3,69.1,66.8,-0.19,-1.48,106.4
00:13:17,12922.8,93.2,-10.4,2386,18.49,10.27,169.7,167.5,174.5,168.9,713.5,707.0,720.0,707.2,70.0,67.4,-0.13,-1.94,106.6
00:13:18,12933.8,93.4,-10.8,2386,18.45,10.34,169.8,167.3,174.3,168.1,711.1,705.2,722.7,708.7,69.5,66.4,-0.07,-1.93,106.7
00:13:19,12960.4,93.7,-10.8,2376,18.42,10.42,169.1,167.3,174.6,168.4,712.9,706.5,723.2,708.8,69.6,67.4,0.23,-0.48,106.8
00:13:20,12965.0,94.7,-10.5,2382,18.44,10.26,169.0,166.8,174.8,168.4,712.2,707.3,719.7,709.0,69.4,66.6,0.03,-0.69,106.2
00:13:21,12991.0,93.1,-10.5,2375,18.43,10.38,169.1,167.2,174.2,167.7,712.4,707.3,721.1,709.1,69.6,67.3,0.35,-0.82,106.8
00:13:22,12997.2,94.2,-10.4,2374,18.51,10.29,169.5,167.3,174.5,168.4,711.3,705.8,723.3,708.2,70.2,66.6,-0.08,1.86,107.1
00:13:23,13008.1,94.4,-10.8,2380,18.49,10.33,168.6,166.5,173.8,167.5,712.0,704.9,720.0,708.9,69.2,66.6,0.02,0.78,107.1
00:13:24,13024.2,94.4,-10.7,2378,18.46,10.33,169.2,166.8,174.2,167.5,710.3,705.8,721.0,708.0,69.6,66.8,0.04,-1.33,106.6
00:13:25,13039.3,93.9,-10.9,2375,18.41,10.39,168.6,166.2,174.3,168.1,709.4,706.6,720.5,710.0,70.0,66.6,0.03,-0.98,107.4
00:13:26,13058.5,94.5,-10.9,2380,18.46,10.37,169.0,166.4,174.3,167.9,711.4,706.5,720.0,706.3,69.0,67.1,-0.06,-0.03,107.9
00:13:27,13078.4,94.4,-11.0,2380,18.4,10.32,168.7,166.3,174.3,167.9,711.4,705.4,721.3,706.2,70.2,66.3,0.31,-1.23,106.6
00:13:28,13080.8,93.8,-10.7,2379,18.34,10.23,168.6,166.0,173.7,167.5,709.7,706.3,722.1,706.3,69.6,66.4,-0.23,0.04,106.6
00:13:29,13108.2,93.6,-11.2,2384,18.38,10.27,168.3,166.5,173.3,167.8,712.6,703.5,722.6,706.3,69.3,66.7,0.08,-1.71,107.9
00:13:30,13108.1,93.2,-11.2,2384,18.42,10.38,167.7,165.6,173.4,167.2,710.4,703.7,722.7,706.3,69.4,66.6,0.29,-1.75,107.6
00:13:31,13128.8,94.1,-10.8,2386,18.32,10.18,168.0,165.7,173.7,166.8,709.3,706.0,719.5,707.8,69.7,66.5,0.05,-0.29,106.5
00:13:32,13149.0,94.4,-10.9,2380,18.42,10.2,168.4,166.0,173.1,167.3,709.9,705.1,721.0,706.7,69.7,66.9,0.03,0.97,107.1
00:13:33,13152.8,93.4,-11.4,2384,18.41,10.17,168.0,165.9,172.9,166.7,711.0,704.1,719.3,707.6,69.8,66.7,0.27,0.33,107.4
00:13:34,13164.0,93.8,-11.4,2380,18.27,10.25,167.6,165.8,173.0,166.9,711.8,702.8,722.7,708.2,69.7,66.2,-0.09,1.05,108.0
00:13:35,13187.1,93.3,-11.4,2377,18.36,10.31,167.3,165.1,173.4,166.8,708.8,703.0,721.9,707.2,70.1,66.4,-0.2,-0.43,106.4
00:13:36,13197.0,96.8,-11.2,2030,15.83,7.94,166.3,164.8,171.7,165.3,683.8,675.9,691.2,678.5,63.2,66.6,-0.01,0.28,110.0
00:13:37,13198.5,96.0,-11.0,2035,15.88,8.06,165.3,163.2,170.7,164.6,683.8,674.7,691.0,678.0,63.4,66.3,-0.27,-1.67,110.1
00:13:38,13199.2,95.3,-11.2,2031,15.88,8.02,164.8,162.3,169.3,163.7,680.8,676.4,692.7,677.8,63.2,65.8,0.14,-1.14,109.0
00:13:39,13202.2,95.8,-10.9,2030,15.81,8.02,163.3,161.1,168.5,162.7,681.7,674.5,693.2,677.2,62.4,66.0,-0.17,-0.21,109.9
00:13:40,13201.6,95.3,-10.8,2032,15.84,7.97,162.7,160.0,167.8,160.9,680.7,675.7,693.1,680.3,62.6,66.2,-0.13,0.23,109.7
00:13:41,13217.5,95.3,-11.3,2037,15.82,8.0,160.9,159.5,166.6,160.6,680.9,675.6,691.0,680.1,62.8,65.9,-0.28,-0.81,110.3
00:13:42,13218.8,96.0,-11.5,2039,15.94,8.05,159.9,158.3,166.0,159.5,681.2,674.5,691.2,680.8,62.6,65.5,0.22,-0.7,109.5
00:13:43,13206.9,96.0,-11.5,2028,15.95,7.98,158.9,157.4,165.0,157.9,683.2,674.6,693.0,679.8,63.3,66.0,-0.24,-0.24,109.7
00:13:44,13209.6,96.7,-11.5,2038,15.84,7.87,158.4,156.2,164.0,157.9,683.2,676.0,692.3,678.9,62.9,65.4,0.05,1.06,108.5
00:13:45,13218.9,95.9,-10.9,2030,15.94,7.87,157.9,155.8,163.0,156.5,682.5,675.9,690.7,679.7,62.5,65.1,0.09,0.3,108.7
00:13:46,13225.9,95.7,-11.2,2033,15.8,7.98,156.4,154.6,162.4,155.3,682.7,675.2,693.9,678.1,62.6,65.7,0.28,0.33,109.9
00:13:47,13211.2,96.2,-11.2,2032,15.94,8.03,156.1,153.9,161.7,154.5,682.1,676.8,693.0,680.6,63.2,65.6,-0.19,-0.01,108.9
00:13:48,13225.9,96.4,-10.8,2029,15.78,8.03,154.6,153.1,160.1,153.9,681.6,674.2,692.5,679.7,62.4,65.5,0.19,1.97,108.7
00:13:49,13224.7,96.4,-11.0,2026,15.91,8.03,154.1,151.6,159.1,153.1,680.8,673.8,690.3,677.7,63.2,65.1,0.28,-1.6,109.9
00:13:50,13223.8,96.7,-11.6,2037,15.83,7.88,153.0,150.8,158.3,152.6,680.7,673.8,690.6,677.4,62.7,65.2,-0.24,0.77,108.9
00:13:51,13223.7,95.7,-11.5,2037,15.83,7.94,152.5,149.8,157.5,151.0,680.1,676.1,692.7,678.8,63.2,64.5,-0.12,-1.92,109.8
00:13:52,13230.5,96.4,-11.2,2038,15.9,7.9,151.7,149.9,156.8,150.8,683.4,675.9,691.3,678.2,63.3,65.0,0.25,-0.37,110.3
00:13:53,13222.3,96.5,-11.5,2038,15.83,7.89,151.1,148.6,156.4,149.4,682.7,674.0,692.3,679.0,63.0,64.7,-0.09,-0.35,109.8
